user_id,public,completion_percentage,gender,region,AGE,I_am_working_in_field,spoken_languages,hobbies,I_most_enjoy_good_food,pets,body_type,my_eyesight,eye_color,hair_color,hair_type,completed_level_of_education,favourite_color,relation_to_smoking,relation_to_alcohol,sign_in_zodiac,on_pokec_i_am_looking_for,love_is_for_me,relation_to_casual_sex,my_partner_should_be,marital_status,children,relation_to_children,I_like_movies,I_like_watching_movie,I_like_music,I_mostly_like_listening_to_music,the_idea_of_good_evening,I_like_specialties_from_kitchen,fun,I_am_going_to_concerts,my_active_sports,my_passive_sports,profession,I_like_books,life_style,music,cars,politics,relationships,art_culture,hobbies_interests,science_technologies,computers_internet,education,sport,movies,travelling,health,companies_brands
328,0,16,0,banskobystricky kraj	revuca,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,pokec-opakuje-po-facebooku,null,null,null,null,null,null
575,1,67,0,bratislavsky kraj	bratislava - okolie,24,studujem,nemecky,sportovanie	cestovanie	prace v zahrade	surfovanie po webe	pocuvanie hudby	pozeranie filmov	tancovanie	diskoteky	kupalisko	varenie	jedlo	kino	party	priatelia	spanie	nakupovanie	sex	stanovanie,null,pes,vysportovana,vyborny,modre,hnede,rovne,bakalarske,biela	cervena	cierna	hneda	modra	oranzova	ruzova	zelena	zlta,nefajcim,pijem prilezitostne,skorpion,niekoho na chatovanie,v laske vidim zmysel zivota,sex mozem mat iba s niekym	koho dobre poznam,mojou chybajucou polovickou,slobodny(a),null,v buducnosti chcem mat deti,dramy	komedie	romanticke	serialy,null,disko	hitparadovky	rock	house	techno	pop	oldies	sladaky	to je jedno,na posteli	vo vani	na dobru noc	s partnerom	na diskoteke	na koncerte	pri sexe,s kamaratmi do baru	pocuvat dobru hudbu	pri svieckach s partnerom,to je jedno,null,null,aerobik	kolieskove korcule	pingpong	plavanie	tenis,aerobik	hokej,null,ekonomicku literaturu	filozoficku literaturu	sociologia a pedagogika	psychologicku literaturu,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
804,1,22,1,nitriansky kraj	nove zamky,20,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,klub-karin,null,null,null,null,null,g-unit-club-1,retro-funky	latino-latino-latino-jedine-latino,null,null,mame-radi-sandyqu,null,rnb-forever,null,null,null,null,null,null,nikdy-sa-nevzdavaj-lebo-vzdy-sa-oplati-bojovat,null
833,0,66,1,nitriansky kraj	sturovo,24,null,anglicky	nemecky	francuzsky	madarsky,sportovanie	fotografovanie	cestovanie	citanie	pocuvanie hudby	pozeranie filmov	zberatelstvo	tancovanie	diskoteky	kupalisko	varenie	jedlo	kino	party	priatelia	divadlo	nakupovanie	sex	chodenie do muzei,pri telke	pri svieckach s partnerom	v dobrej restauracii	v prirode	v posteli	z partnerovho bruska,null,null,vyborny,hnede,cierne,kratke,stredoskolske,biela	cervena	cierna,uz nefajcim,abstinent,lev,vaznu znamost	dobreho priatela	priatelku	niekoho na chatovanie	sexualneho partnera,v laske vidim zmysel zivota,null,laskou mojho zivota,null,null,null,akcne	dramy	horory	komedie	serialy	dokumentarne	zahadne	mysteriozne	sci-fi	fantasy	vojnove	historicke	kasove trhaky	eroticke,v kine	doma z gauca	u priatela	priatelky,disko	hitparadovky	rock	house	techno	pop	oldies	soundtracky	sladaky	klasicka hudba	opery,vo vani	na diskoteke	pri chodzi,ist do kina alebo divadla	nieco dobre uvarit	s kamaratmi do baru	pocuvat dobru hudbu	pozerat dobry film v tv	citat dobru knihu	pri svieckach s partnerom,cinskej	mexickej	madarskej,null,ja na koncerty nechodim,auto-moto sporty	behanie	bojove sporty	futbal	posilnovanie,aerobik	auto-moto sporty	futbal,null,zivotopisne a pamate	cudzojazycnu literaturu	odbornu literaturu,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
842,0,71,0,bratislavsky kraj	malacky,18,skolstva,anglicky	nemecky,sportovanie	cestovanie	pocuvanie hudby	pozeranie filmov	tancovanie	diskoteky	kupalisko	kino	party	priatelia	spanie	nakupovanie,pri svieckach s partnerom	v posteli	z partnerovho bruska,macka,priemerna,vyborny,modre,hnede,rovne,zakladne,modra	oranzova	ruzova	zelena,nefajcim,pijem prilezitostne,rak,null,nie je nic lepsie	ako byt zamilovany(a),nedokazem mat s niekym sex bez lasky,laskou mojho zivota,slobodny(a),null,v buducnosti chcem mat deti,akcne	horory	komedie	sci-fi	eroticke,v kine	u priatela	priatelky,disko	hitparadovky	house	techno	rap	sladaky,na posteli	vo vani	na dobru noc	s partnerom	na diskoteke	pri chodzi	kedykolvek a kdekolvek,ist do kina alebo divadla	s kamaratmi do baru	pocuvat dobru hudbu	pri svieckach s partnerom,slovenskej	talianskej	cinskej	mexickej,null,null,bedminton	behanie	futbal	kolieskove korcule	korculovanie	lyzovanie	plavanie	tenis	voleybal,auto-moto sporty	futbal	hokej	lyzovanie	skateboarding	snowboarding	tenis,zakladna skola,null,null,null,null,null,spomienka-kriesi-lasku-a-rana-sa-otvara-znovu,null,null,null,null,null,null,null,null,null,null
1268,1,83,1,kosicky kraj	kosice - zapad,14,nepracujem,trochu anglicky,sportovanie	surfovanie po webe	praca s pc,pri telke,mam macku,vysportovana,vyborny,hnede,cierne,null,este ziadne,zelena	oranzova	modra,null,abstinent,vahy,dobru priatelku,nie je nic lepsie	ako byt zamilovany,to skutocne zalezi len na okolnostiach,mojou chybajucou polovickou	moj najlepsi priatel	laskou mojho zivota,slobodny,null,v buducnosti chcem mat deti,akcne	serialy	sci-fi,v kine	u priatela	priatelky	doma z gauca,vsetko co sa da pocuvat,na dobru noc	na posteli	v aute,pri svieckach s partnerom,slovenskej,tuti-fruti	po-trave-sa-nechodi-po-trave-sa-smeje-6	ak-na-teba-niekto-krici_usmej-sa-a-maj-ho-v-pici,null,hokej,hokej	tenis	hadzana	futbal	basketbal,nemam,null,kto-lubi-niku-nech-sa-prida-33,chceme-v-kosiciach-koncert-justina-biebera,null,vsetci-mojii-originalny-kamosi-do-toho-klubu,lubit-mozme-kazdeho-no-milovat-len-jendeho	sklamala-som-ta-odpust-mi-to-vsetkym-ktory-aspon-raz-niekoho-sklamali	je-krasne-ak-sa-sen-stane-skutocnostou-1	to-co-urobis-je-viac-ako-to-co-len-povies	chyba-mi-moja-laska	kde-su-najkrajsie-dievcata-a-chlapsi-kosice	pozvi-sem-cloveka-ktoremu-chces-povedat-dakujem-za-to-ze-si	si-moj-kamarat-ka-a-nikomu-ta-nedam	so-bolo-vcera-nebyva-dnes-x	jozef-lukac-bude-navzdy-d-v-nasich-srdciach-d	stastne-zadana-y-3	som-kto-som-a-inou-inym-uz-nebudem-d-zmenit-sa-dokazem-len-pre-lasku-ktoru-milujem-d	zalubenyy-sem-dd,null,cely-pokec-napchame-do-tohto-klubu,null,www-facebook-com-sk,null,sportovoo-zalozenyy-buchaciii-xddd	shtke-estranky-sk	hc-kosice-oficialna-www-stranka,null,null,null,null
1589,0,48,1,trnavsky kraj	galanta,17,studujem,anglicky	slovensky,surfovanie po webe	pozeranie filmov	priatelia,pri telke	v dobrej restauracii	v posteli,nemam ziadne,null,vyborny,hnede,cierne,na jezka,zakladne,null,null,null,lev,null,null,null,null,null,null,null,akcne	horory	komedie	vojnove	rodinne,v kine	doma z gauca	u priatela	priatelky,house	techno	rap	soundtracky	hip-hop	trance	hardstyle,na posteli	na dobru noc	pri chodzi,pocuvat dobru hudbu	pozerat dobry film v tv,null,null,ja na koncerty nechodim,null,basketbal	bojove sporty	futbal	skateboarding	snowboarding,stredna skola,necitam knihy,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1809,0,21,0,trnavsky kraj	galanta,19,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,hudba-a-tanec-4ever,null,null,ciernovlasky-sem,null,null,null,null,null,null,null,null,null,null
2166,0,62,0,trnavsky kraj	piestany,0,nepracujem	studujem,null,sportovanie	domace prace	cestovanie	citanie	pozeranie filmov	chovatelstvo	tancovanie	jedlo	spanie	nakupovanie	fotografovanie	turistika	pocuvanie hudby	malovanie	priatelia	kino,vsade,mam rybky,priemerna,null,hnede,null,dlhe,null,null,nefajcim,abstinent,rak,null,null,null,moj najlepsi priatel,null,null,v buducnosti chcem mat deti,null,vsade,vsetko co sa mi paci,vsade,nieco dobre uvarit	pocuvat dobru hudbu	ist do kina alebo divadla	s kamaratmi do baru	pozerat dobry film v tv	citat dobru knihu	pri svieckach s partnerom,maminej,null,null,null,hokej	futbal,null,rozpravky	o zabave	hry	humor	literaturu pre rozvoj osobnosti,null,null,null,null,null,null,null,null,null,null,jazdecky-klub,null,null,null,null
2216,1,43,0,trnavsky kraj	galanta,0,null,null,sex	priatelia	diskoteky	pocuvanie hudby	fotografovanie	turistika	cestovanie	citanie	pozeranie filmov	tancovanie	kupalisko	spanie	party,v dobrej restauracii	pri svieckach s partnerom,mam psa	mam rybky,null,null,null,null,null,null,null,null,null,null,niekoho na chatovanie,nie je nic lepsie	ako byt zamilovany(a),nedokazem mat s niekym sex bez lasky,mojou chybajucou polovickou,zasnubeny,null,v buducnosti chcem mat deti,komedie	serialy	rodinne	romanticke	horory	dramy,v kine	u priatela	priatelky	doma z gauca,disko	rap	hitparadovky	house	techno	pop	hip-hop,na posteli	v aute	na diskoteke	na koncerte	na dobru noc,pocuvat dobru hudbu	pri svieckach s partnerom	citat dobru knihu	s kamaratmi do baru	ist do kina alebo divadla,greckej	talianskej	mexickej	cinskej,null,zriedkavo,baseball	golf	kolieskove korcule	lyzovanie	pingpong	skateboarding	tenis	volejbal	plavanie	korculovanie	futbal,null,null,cudzojazycnu literaturu	cestopisy,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2389,1,12,0,trnavsky kraj	senica,21,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2486,1,33,0,zilinsky kraj	liptovsky mikulas,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,mozes-byt-aj-z-new-yorku-ale-ak-nie-si-z-liptovskeho-mikulasa-tak-aj-tak-si-sedlak-a-neznamenas-nic-d	milujem-ta-d-1	ak-ma-nemas-rad-napis-1-ak-ano-2	hudba-i-love-you	hele-vole-co-vole-kocka-vole-kde-vole-tam-vole-ty-vole-1	bukekela-dede-je-najlepsi,null,null,jazdectvo,null,null,kazde-rano-otvorim-plnu-skrynu-a-poviem-si-nemam-si-co-obliect-xp	smajlo,rytmus-zahadna-1	michaela-jacksona-nikdy-neprestanem-milovat,null,null,chcem-aby-ma-lubil-a-ten-ta-koho-lubim-ja	to-co-urobis-je-viac-ako-to-co-len-povies	-1236987412377	neodchazaj-preco-bojim-sa-coho-ze-uz-sa-nevratis-3	francuzsky-bozk	ked-ma-milujes-nie-je-co-riesit-tak-ziadne-kecy-a-pod-k-vecy	d-zeee-cicusky,null,kone-nas-zivot	upravovanie-foto	k-o-n-i-a-r-i	cely-pokec-napchame-do-tohto-klubu	blondinky-su-stelesnenim-krasy-ale-brunetky-stelesnenim-dokonalosti	niet-dovernejsieho-tajomstva-ako-medzi-konom-a-jazdcom	kone-to-je-nas-zivot-d,null,picnik-com-1,null,null,null,null,som-dobry-a-v-posteli-vydrzim-v-nej-lezat-cely-den,null
2583,1,55,1,nitriansky kraj	sala,0,null,anglicky	nemecky,sportovanie	cestovanie	praca s pc	pc hry	kupalisko	jedlo	kino	priatelia	nakupovanie,null,null,vysportovana,null,null,null,null,null,biela	cierna	modra,null,null,rak,null,null,null,null,null,null,null,akcne	horory,null,null,v aute,null,slovenskej,spytaj-sa-ty-ja-sa-hanbim-xd	selice	metropola-caffe-sered	diskoteeeekyyy	xxxdenulixxx	likani-dd	konec-prazdnyn	vytaztvoo	zabavy	filips11	yamaha-tyros-robi,null,auto-moto sporty	basketbal	futbal	hokej	tenis,auto-moto sporty	baseball	basketbal	behanie	futbal	hokej	tenis,null,null,facebook	fans-ulak	na-kofolu	igor-krcma	truecrime-new-york-city	pridavac	www-hovnival-sk	big-roud	blazinec-d	www-kristian-je-velki-frajer-sk	selicky-f_r_a_j_e_r_i,klasicka-hudba	city-boys-trnava	epas	lambada	robi-boys	city-boys-trnava-kings	epas-bratislava	yamaha-s910	cyti-boys-kamilo-polakovic-je-kral	city-boys-kamil,null,cigani_vladnu_selicami,1000-a-jedna-noc-seherezada-a-onur,null,cokolada-to-je-moje-mnam,null,null,sladkosti	mate-grasta-ddd	skolanapicu,i-football	rocky-balboa	selice-dotoho-v-sobotu,null,dovolenka-2010-bolaaaa-super,hranolkyyy-so-syroooom,adldas	twilight-new-moon-super
2913,1,81,1,zilinsky kraj	namestovo,15,null,null,null,null,null,null,null,null,null,null,null,priesvitna,null,null,null,niekoho na chatovanie,null,null,null,null,null,v pohode,null,null,null,null,pokec,null,ak-si-moj-priatel-dostanes-pozvanku	alkohol-je-pes-a-pes-je-najlepsi-priatel-cloveka-p	vianoce-bim-bam-bom-srdce-mi-bije-ako-zvon-d	red-bull-a-vodka-koho-to-nebavy-nech-sa-prida,null,football,null,null,null,sokujici-video-po-kterem-9-z-10-lidi-prestane-pit-colu-zde	s-r-o-swistov-a-swistuliek	kto-pozna-maca-nek-sa-prida,_rytmus_ist_best_	ak-ma-mas-rad-stan-clenom-klubu,autobazar-eu,null,som-do-teba-si-aj-ty-do-mna-budeme-frajeri	8-b-1	_-priatelia-_	valentin-super-dddddd	chces-ma-ries-ma-dd-ale-aby-aj-z-toho-daco-bolo-d	tuto-pozvanku-dostane-len-ten-na-ktorom-mi-neuveritelne-zalezi	raz-pochopis-ako-velmi-som-ta-mala-rada-a-zalezalo-mi-na-tebe,null,cely-pokec-napchame-do-tohto-klubu	namestovo-klin-zubrohlava-bobrov-rabca-rabcice-sihelne-polhora	love-the-way-you-lie-2,null,null,null,null,null,null,null,null
2999,1,12,0,trnavsky kraj	senica,17,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
2989,1,60,1,trenciansky kraj	nove mesto nad vahom,25,elektrotechniky,anglicky,sportovanie	pocuvanie hudby,null,null,null,vyborny,modre,null,null,stredoskolske,cierna	modra,nefajcim,pijem prilezitostne,strelec,dobreho priatela	priatelku,nie je nic lepsie	ako byt zamilovany(a),to skutocne zalezi len na okolnostiach,mojou chybajucou polovickou,slobodny(a),null,null,akcne	sci-fi,doma z gauca,disko	hitparadovky	house	techno	sladaky,na posteli	vo vani,pocuvat dobru hudbu,null,null,ja na koncerty nechodim,futbal	pingpong	posilnovanie,null,technik,necitam knihy,null,david-guetta-je-naj,null,null,null,null,null,null,null,null,fk-1972-zemianske-podhradie,null,null,null,null
96,1,78,1,zilinsky kraj	trstena,19,studujem,null,pc hry	pocuvanie hudby	surfovanie po webe	turistika,null,null,priemerna,vyborny,null,cierne,kratke,zakladne,siva,nefajcim,pijem prilezitostne,lev,null,nie je nic lepsie	ako byt zamilovany(a),nedokazem mat s niekym sex bez lasky,mojou chybajucou polovickou,slobodny(a),null,v buducnosti chcem mat deti,akcne	komedie	vojnove,null,null,kedykolvek a kdekolvek,pocuvat dobru hudbu	pc hry	surfovat na sieti a chatovat	s kamaratmi do baru,null,ked-si-bol-maly-rodicia-ta-naucily-chodit-a-rozpravat-a-teraz-chcu-aby-si-bol-doma-a-drzal-hubu	priatelia-su-ako-puzzle-ked-jedno-stratis-uz-ho-nenajdes	sucho-horcania-d-d	vsecy-z-made-in-slovakia-podte-sem,null,null,null,stredna skola,necitam knihy,cas-straveny-s-niekym-komu-na-tebe-zalezi-je-na-nezaplatenie	raz-pochopis-ako-velmi-mi-na-tebe-zalezi-a-co-pre-mna-znamenas-4	nesnivaj-svoj-zivot-zi-svoj-sen	robim-chyby-ucim-sa-na-nich-chchem-byt-lepsi	usmev-je-lacnejsi-ako-elektrina-a-pritom-dava-viac-svetla	bolest-na-srdci-je-horsia-ako-na-tele	neserte-sa-mi-do-zivota-ja-si-ho-viem-posrataj-sam-a	rok-2011,wakaa-wakaa-eeeee-d,rychle-kolesa-2011,co-koho-do-toho-skolu-neznasam-a-hotovo,chod-tam-kam-ist-chces-pretoze-mas-len-jeden-zivot-a-jednu-prilezitost-robit-veci-ktore-robit-chces	raz-pochopis-ako-velmi-mi-na-tebe-zalezi-a-co-pre-mna-znamenas-3	musim-na-teba-stale-mysliet	najvatsia-bezmoc-je-ked-ti-niekto-neveri-ked-vies-ze-hovoris-pravdu	skutocny-priatel-je-v-dnesnej-dobe-vzacnost	chcem-vraatit-cas	su-dni-ktore-preplaces-su-rozpravky-ktorym-uveris-su-priatelia-ktori-sa-stratia-nie-su-vsak-casy-ktore-sa-vratia-1	neznasam-najviac-to-ked-vsetko-vyzera-tak-uplne-super-a-nakoniec-sa-to-vsetko-dokasle	zastavte-zivot-chcem-vystupit	nie-je-hrdina-ten-kto-zvitazil-ale-ten-kto-miloval-a-odpustil	moj-ladko-palo-kym-t-ba-n-poznalo-al-t-raz-n-pi-l-n-na-t-ba-mysli	priatel-je-clovek-ktoremu-ked-povies-niekoho-som-zabil-odpovie-kam-ho-zakopeme-1	chcem-vratyt-cas-kvoli-svojim-chybam-aby-som-to-mohla-zmenit	som-rada-ze-mam-vas-priatelia-su-moje-vsetko-dakujem-wam	cesta-k-laske-neexistuje-laska-je-cesta	som-kto-som-a-inou-inym-uz-nebudem-d-zmenit-sa-dokazem-len-pre-lasku-ktoru-milujem-d	patriiis-medzi-najdoleziitejsiich-ludiii-v-mojom-zivote	bojim-sa-ze-was-stratim-ste-moje-vsetko-d-cas-s-vami-milujem-cmukkk	objatie-niekedy-znamena-wiac-nez-bozk	srdiecko-pre-teba,null,cely-pokec-napchame-do-tohto-klubu,null,null,null,null,null,namestovo-4eveer	region-orava,zdravie-je-najdolezitejsie-v-zivote	boh-vymyslel-spanok-a-diabol-budik-d	pokec-je-pokec-realita-je-realita-na-to-nezabudaj,null
102,1,17,0,trnavsky kraj	trnava,18,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,the-rasmus	lauri-ylonen,null,null,null,null,null,null,pokec-sa-opici-po-facebooku-so-vsetkym-najnovsie-kluby,null,null,bones-kosti,null,null,null
314,1,40,0,presovsky kraj	svidnik,0,null,anglicky	nemecky,cestovanie	malovanie	kupalisko,v prirode,null,null,nosim okuliare,hnede,hnede,rovne,null,fialova	modra,nefajcim,nepijem,vodnar,null,null,null,null,null,null,null,null,null,null,null,null,slovenskej,null,null,behanie	korculovanie	plavanie	volejbal,bedminton	behanie	kolieskove korcule	plavanie,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
387,0,16,0,zahranicie	zahranicie - usa,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,musis-mat-nadej-musis-mat-sny	ked-nas-tu-bude-5-416-958-ludi-budeme-tu-vsetci-slovaci,null,null,null,null,null,sidlisko3,null,null,null,null,null,null,null,null
981,1,41,1,trnavsky kraj	trnava,18,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,profesionali	tornaaaaado-4ewer	kto-dava-tvojim-peram-usmev-dava-tvojmu-srdcu-zivot	konec-prazdnin	zuvackyy-orbit-dd	kamosiii-s-ihriska-na-prengu	naas-sexos-imro,null,null,null,null,null,ked-nas-tu-bude-5-416-958-ludi-budeme-tu-vsetci-slovaci	zivot-ta-bude-stale-testovat-obcas-bude-s-tebou-experimentovat	v-i-p-friends-2	esteze-ta-maam,bez-hudby-ani-den,vw-golf-iv	tuning-club	vw-club-golf-v	i-lowe-audi-r8	audi-r8-club	knight-rider-2008	vw-golf	vw-club-slovakia-1	nissan-skyline-gtr-r34	autobazar-eu,siilnyy-kluuuub	ich-revirom-je-azet-ich-pisanie-je-retardovane-ich-supermi-su-gramatika-a-iq,vazim-si-tvoje-kamaratstvo-a-preto-ti-posielam-pozvanku-do-tejto-skupiny-o	som-do-teba-si-aj-ty-do-mna-budeme-frajeri	chod-tam-kam-ist-chces-pretoze-mas-len-jeden-zivot-a-jednu-prilezitost-robit-veci-ktore-robit-chces	ked-ti-odomna-pride-pozvanka-mam-ta-rada	ked-milujem-nepodvediem	najvatsia-bezmoc-je-ked-ti-niekto-neveri-ked-vies-ze-hovoris-pravdu	pozvi-sem-cloveka-ktoremu-chces-povedat-dakujem-za-to-ze-si	milujem-ta-kocurik-moj	milujem-ked-ma-niekto-nasere-a-este-sa-aj-spyta-ze-co-mi-je	aspon-raz-laskou-sklamany-sem	preco-milujeme-tich-co-si-to-nezasluzia	diego-roberta	_-lubim_ta_tak_lub_ma_aj_ty-_	pocuvaj-jeho-jej-srde	so-do-you-love-me	preco-musim-milovat-toho-koho-nelubym-ale-nemozem-milovat-toho-koho-lubym	dve-slova-jeden-cit-milujem-ta	preco-ked-niekoh-milujeme-tak-nas-vzdy-zradi-alebo-podvedie	milovat-a-byt-milovany-no-aka-je-laska-nadherna	neplacpreniekohoktozatonestallebocezslzineuwidisniekohoktotamozemilovat,naco-chodit-do-skoly-ked-desiatu-mozem-zjest-aj-doma-d-1	kecup-je-primitiv-d,posielam-ti-pozvanku-preto-lebo-ta-lubim	pokec-je-naj-3,null,pokec-12355,i-hate-school-2,null,simpsonovci-4,null,klub-lizatok-chuppa-chups,null
1029,1,36,0,presovsky kraj	presov,21,null,null,pozeranie filmov	party	priatelia,null,pes,null,null,null,null,null,null,cervena,null,null,rak,null,nie je nic lepsie	ako byt zamilovany(a),null,laskou mojho zivota,slobodny(a),null,null,komedie	romanticke	serialy,doma z gauca	u priatela	priatelky,disko	folklor a ludovky,null,null,slovenskej,null,ja na koncerty nechodim,kolieskove korcule	lyzovanie,null,null,necitam knihy,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1050,0,67,1,presovsky kraj	sabinov,19,studujem,rusky,sportovanie	praca s pc	pc hry	surfovanie po webe	pocuvanie hudby	pozeranie filmov	diskoteky	kupalisko	kino	priatelia	spanie	sex	stanovanie,null,pes,vysportovana,null,null,null,null,zakladne,modra	zelena,uz nefajcim,uz nepijem,ryby,niekoho na chatovanie	dobreho priatela	priatelku,v laske vidim zmysel zivota,nedokazem mat s niekym sex bez lasky,null,mam vazny vztah,null,v buducnosti chcem mat deti,akcne	dramy	horory	komedie,v kine	doma z gauca	u priatela	priatelky,null,kedykolvek a kdekolvek,s kamaratmi do baru	surfovat na sieti a chatovat	pri svieckach s partnerom,slovenskej,pnw-4ewer,null,behanie	lyzovanie	posilnovanie	jazdenie na koni,auto-moto sporty	behanie	bojove sporty	hokej	korculovanie	lyzovanie	snowboarding,null,necitam knihy,slivovica-power-club	bud-sebavedomy-a,_hardstyle_,null,null,nakjkrajsie-je-ked-vies-prepacit,null,null,null,null,null,null,null,null,null,null
